0	1303772055226	0	0	0	0
1	1303772055281	0	0	0	0
2	1303772055291	0	0	0	0
3	1303772055300	0	0	0	0
4	1303772055311	0	0	0	0
5	1303772055365	0	0	0	0
6	1303772055376	0	0	0	0
7	1303772055386	0	0	0	0
8	1303772055397	0	0	0	0
9	1303772055410	0	0	0	0
10	1303772055421	0	0	0	0
11	1303772055433	0	0	0	0
12	1303772055444	0	0	0	0
13	1303772055456	0	0	0	0
14	1303772055468	0	0	0	0
15	1303772055488	0.5	0	0	0
16	1303772055524	0.5	1.0883	0	0
17	1303772055561	0.5	1.0883	0	0
18	1303772055585	0.5	1.0883	0	0
19	1303772055610	0.5	1.0883	1.5	0.3063
20	1303772055634	0.5	1.0883	1.5	0.3063
21	1303772055657	0.5	1.0883	1.5	0.3063
22	1303772055682	0.5	1.0883	1.25	0.3676
23	1303772055705	0.5	1.0883	1	0.4594
24	1303772055725	0.5	1.0883	1	0.4594
25	1303772055791	0.5	1.0883	1	0.4594
26	1303772055813	0.5	1.0883	1.1667	0.3938
27	1303772055834	0.5	1.0883	1	0.4594
28	1303772055856	0.5	1.0883	1.3333	0.3446
29	1303772055878	1	1.0883	1.125	0.8168
30	1303772055906	1	1.0883	1.125	0.8168
31	1303772055947	1	1.0883	1.125	0.8168
32	1303772055984	1	1.0883	1	0.9189
33	1303772056006	1	1.1691	1.125	0.7603
34	1303772056028	1	1.1549	1.25	0.6927
35	1303772056050	1	1.1549	1.25	0.6927
36	1303772056073	1	1.1549	1.25	0.6927
37	1303772056095	1	1.1549	1.3333	0.6494
38	1303772056116	1	1.1549	1.25	0.6927
39	1303772056136	1	1.1549	1.3571	0.638
40	1303772056156	1	1.1549	1.3333	0.6494
41	1303772056176	1	1.1549	1.3571	0.638
42	1303772056197	1	1.1549	1.375	0.6298
43	1303772056216	1	1.1549	1.3125	0.6597
44	1303772056237	1	1.1549	1.2857	0.6735
45	1303772056257	1	1.1549	1.375	0.6298
46	1303772056276	1	1.1549	1.35	0.6414
47	1303772056296	1	1.1549	1.2778	0.6777
48	1303772056315	1	1.1549	1.3	0.6661
49	1303772056336	1	1.1549	1.25	0.6927
50	1303772056355	1	1.1549	1.25	0.6927
51	1303772056416	1	1.1549	1.25	0.6927
52	1303772056435	1	1.1549	1.2	0.7216
53	1303772056496	1	1.1549	1.1818	0.7327
54	1303772056515	1	1.1549	1.2273	0.7056
55	1303772056536	1	1.1549	1.2	0.7216
56	1303772056554	1	1.1549	1.2727	0.6804
57	1303772056616	1	1.1549	1.25	0.6927
58	1303772056634	1	1.1549	1.2273	0.7056
59	1303772056655	1	1.1549	1.1364	0.762
60	1303772056674	1	1.1549	1.1667	0.7422
61	1303772056695	1	1.1549	1.1818	0.7327
62	1303772056713	1	1.1549	1.0769	0.8041
63	1303772056731	1	1.1549	1.1538	0.7505
64	1303772056751	1	1.1549	1.0833	0.7993
65	1303772056769	1	1.1549	1.0833	0.7993
66	1303772056790	1	1.1549	1.0833	0.7993
67	1303772056850	1	1.1549	1.125	0.7697
68	1303772056871	1	1.1549	1.125	0.7697
69	1303772056890	1	1.1549	1.1154	0.7763
70	1303772056910	1	1.1549	1.1429	0.7577
71	1303772056928	1	1.1549	1.0769	0.8041
72	1303772056948	1	1.1549	1.0769	0.8041
73	1303772056966	1	1.1549	1.1071	0.7821
