0	1302880312527	?	0	0	0
1	1302880312590	?	0	0	0
2	1302880312627	?	0	0	0
3	1302880312664	?	0	0	0
4	1302880312861	?	0	0	0
5	1302880313037	?	0	0	0
6	1302880313209	?	0	0	0
7	1302880313389	?	0	0	0
8	1302880313411	?	0	0	0
9	1302880313431	?	0	0	0
10	1302880313452	?	0	0	0
11	1302880313480	?	0	0	0
12	1302880313507	?	0	0	0
13	1302880313528	?	0	0	0
14	1302880313549	?	0	0	0
15	1302880313569	?	0	0	0
16	1302880313600	?	0	0	0
17	1302880313622	?	0	0	0
18	1302880313793	?	0	0	0
19	1302880313814	?	0	0	0
20	1302880313989	?	0	0	0
21	1302880314009	?	0	0	0
22	1302880314028	?	0	0	0
23	1302880314223	?	0	0	0
24	1302880314243	?	0	0	0
25	1302880314261	?	0	0	0
26	1302880314280	?	0	0	0
27	1302880314298	?	0	0	0
28	1302880314320	?	0	0	0
29	1302880314338	?	0	0	0
30	1302880314356	?	0	0	0
31	1302880314374	?	0	0	0
32	1302880314391	?	0	0	0
33	1302880314415	?	0	0	0
34	1302880314433	?	0	0	0
35	1302880314602	?	0	0	0
36	1302880314624	?	0	0	0
37	1302880314643	?	0	0	0
38	1302880314661	?	0	0	0
39	1302880314679	?	0	0	0
40	1302880314860	?	0	0	0
41	1302880314878	?	0	0	0
42	1302880314897	?	0	0	0
43	1302880314916	?	0	0	0
44	1302880315098	?	0	0	0
45	1302880315116	?	0	0	0
46	1302880315133	?	0	0	0
47	1302880315153	?	0	0	0
48	1302880315170	?	0	0	0
49	1302880315192	?	0	0	0
50	1302880315210	?	0	0	0
51	1302880315227	?	0	0	0
52	1302880315394	?	0	0	0
53	1302880315416	?	0	0	0
54	1302880315433	?	0	0	0
55	1302880315451	?	0	0	0
56	1302880315468	?	0	0	0
57	1302880315487	?	0	0	0
58	1302880315660	?	0	0	0
59	1302880320582	?	0	0	0
60	1302880320602	?	0	0	0
61	1302880320620	?	0	0	0
62	1302880320804	?	0	0	0
63	1302880320822	?	0	0	0
64	1302880320840	?	0	0	0
65	1302880321012	?	0	0	0
66	1302880321029	?	0	0	0
67	1302880321197	?	0	0	0
68	1302880321369	?	0	0	0
69	1302880321386	?	0	0	0
70	1302880321404	?	0	0	0
71	1302880321421	?	0	0	0
72	1302880321439	?	0	0	0
73	1302880321461	?	0	0	0
74	1302880321480	?	0	0	0
75	1302880321649	?	0	0	0
76	1302880321822	?	0	0	0
77	1302880321840	?	0	0	0
78	1302880321858	?	0	0	0
79	1302880321875	?	0	0	0
80	1302880322049	?	0	0	0
81	1302880322066	?	0	0	0
82	1302880322084	?	0	0	0
83	1302880322101	?	0	0	0
84	1302880322124	?	0	0	0
85	1302880322143	?	0	0	0
86	1302880322161	?	0	0	0
87	1302880322330	?	0	0	0
88	1302880322506	?	0	0	0
89	1302880322524	?	0	0	0
90	1302880322542	?	0	0	0
91	1302880322560	?	0	0	0
92	1302880322583	?	0	0	0
93	1302880322601	?	0	0	0
94	1302880322768	?	0	0	0
95	1302880322786	?	0	0	0
96	1302880322957	?	0	0	0
97	1302880322975	?	0	0	0
98	1302880322993	?	0	0	0
99	1302880323018	?	0	0	0
100	1302880323036	?	0	0	0
101	1302880323054	?	0	0	0
102	1302880323073	?	0	0	0
103	1302880323253	?	0	0	0
104	1302880323272	?	0	0	0
105	1302880323440	?	0	0	0
106	1302880323458	?	0	0	0
107	1302880323634	?	0	0	0
108	1302880323660	?	0	0	0
109	1302880323678	?	0	0	0
110	1302880323696	?	0	0	0
111	1302880323721	?	0	0	0
112	1302880323739	?	0	0	0
113	1302880323758	?	0	0	0
114	1302880323775	?	0	0	0
115	1302880323794	?	0	0	0
116	1302880323818	?	0	0	0
117	1302880323836	?	0	0	0
118	1302880323855	?	0	0	0
119	1302880323873	?	0	0	0
120	1302880323891	?	0	0	0
121	1302880323914	?	0	0	0
122	1302880323932	?	0	0	0
123	1302880324106	?	0	0	0
